route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
0,SA,5266301, 0 Downtown,0,   0  1,487531
0,SA,5266302, 0 Downtown,0,   0  5,487531
0,SA,5266303, 0 Downtown,0,   0  9,487534
0,SA,5266304, 0 Downtown,0,   0  1,487534
0,SA,5266305, 0 Downtown,0,   0 19,487534
0,SA,5266306, 0 Downtown,0,   0  5,487534
0,SA,5266307, 0 Downtown,0,   0  6,487534
0,SA,5266308, 0 Downtown,0,   0  6,487530
0,SA,5266309, 0 Downtown,0,   0  1,487534
0,SA,5266310, 0 Downtown,0,   0 12,487536
0,SA,5266311, 0 Downtown,0,   0 10,487530
0,SA,5266312, 0 Downtown,0,   0 15,487534
0,SA,5266313, 0 Downtown,0,   0 10,487534
0,SA,5266314, 0 Downtown,0,   0  6,487534
0,SA,5266315, 0 Downtown,0,   0  2,487534
0,SA,5266316, 0 Downtown,0,   0  9,487534
0,SA,5266317, 0 Downtown,0,   0 19,487536
0,SA,5266318, 0 Downtown,0,   0  1,487530
0,SA,5266319, 0 Downtown,0,   0 10,487530
0,SA,5266320, 0 Downtown,0,   0  4,487534
0,SA,5266321, 0 Downtown,0,   0 15,487534
0,SA,5266322, 0 Downtown,0,   0 19,487534
0,SA,5266323, 0 Downtown,0,   0 14,487530
0,SA,5266324, 0 Downtown,0,   0 15,487530
0,SA,5266325, 0 Downtown,0,   0  6,487532
0,SA,5266326, 0 Downtown,0,   0 12,487531
0,SA,5266327, 0 Downtown,0,   0  2,487530
0,SA,5266328, 0 Downtown,0,   0 12,487534
0,SA,5266329, 0 Downtown,0,   0 19,487534
0,SA,5266330, 0 Downtown,0,   0 10,487534
0,SA,5266331, 0 Downtown,0,   0  4,487530
0,SA,5266332, 0 Downtown,0,   0 14,487534
0,SA,5266333, 0 Downtown,0,   0 19,487536
0,SA,5266334, 0 Downtown,0,   0  7,487531
0,SA,5266335, 0 Downtown,0,   0  8,487531
0,SA,5266336, 0 Downtown,0,   0  7,487534
0,SA,5266337, 0 Downtown,0,   0  5,487531
0,SA,5266338, 0 Downtown,0,   0  4,487530
0,SA,5266339, 0 Downtown,0,   0 12,487536
0,SA,5266340, 0 Downtown,0,   0  8,487531
0,SA,5266341, 0 Downtown,0,   0 12,487530
0,SA,5266342, 0 Downtown,0,   0 12,487530
0,SA,5266343, 0 Downtown,0,   0 19,487530
0,SA,5266344, 0 Downtown,0,   0  1,487536
0,SA,5266345, 0 Downtown,0,   0  2,487530
0,SA,5266346, 0 Downtown,0,   0  2,487530
0,SA,5266347, 0 Downtown,0,   0  2,487530
0,SA,5266348, 0 Downtown,0,   0  4,487530
0,SA,5266349, 0 Downtown,0,   0  2,487534
0,SA,5266350, 0 Downtown,0,   0  6,487530
0,SA,5266351, 0 Downtown,0,   0  8,487531
0,SA,5266352, 0 Downtown,0,   0  1,487531
0,SA,5266353, 0 Downtown,0,   0  5,487531
0,SA,5266354, 0 Downtown,0,   0  9,487531
0,SA,5266355, 0 Downtown,0,   0  7,487531
0,SA,5266356, 0 Downtown,0,   0  8,487531
0,SA,5266357, 0 Downtown,0,   0  1,487531
0,SA,5266358, 0 Downtown,0,   0 19,487536
0,SA,5266359, 0 Downtown,0,   0 11,487530
0,SA,5266360, 0 Downtown,0,   0 13,487534
0,SA,5266361, 0 Downtown,0,   0 15,487534
0,SA,5266362, 0 Downtown,0,   0 11,487534
0,SA,5266363, 0 Downtown,0,   0 19,487534
0,SA,5266364, 0 Downtown,0,   0  5,487534
0,SA,5266365, 0 Downtown,0,   0 13,487534
0,SA,5266366, 0 Downtown,0,   0 11,487530
0,SA,5266367, 0 Downtown,0,   0 12,487536
0,SA,5266368, 0 Downtown,0,   0 13,487536
0,SA,5266369, 0 Downtown,0,   0 12,487536
0,SA,5266370, 0 Downtown,0,   0 13,487534
0,SA,5266371, 0 Downtown,0,   0 12,487534
0,SA,5266372, 0 Downtown,0,   0  8,487534
0,SA,5266373, 0 Downtown,0,   0  9,487531
0,SA,5266374, 0 Downtown,0,   0  7,487531
0,SA,5266375, 0 Downtown,0,   0  5,487531
0,SA,5266376, 0 Downtown,0,   0 15,487534
0,SA,5266377, 0 Downtown,0,   0  6,487530
0,SA,5266378, 0 Downtown,0,   0  4,487530
0,SA,5266379, 0 Downtown,0,   0 19,487536
0,SA,5266380, 0 Downtown,0,   0  2,487530
0,SA,5266381, 0 Downtown,0,   0  1,487531
0,SA,5266382, 0 Downtown,0,   0 14,487530
0,SA,5266383, 0 Downtown,0,   0 13,487530
0,SA,5266384, 0 Downtown,0,   0  2,487530
0,SA,5266385, 0 Downtown,0,   0  6,487530
0,SA,5266386, 0 Downtown,0,   0 19,487530
0,SA,5266387, 0 Downtown,0,   0  9,487531
0,SA,5266388, 0 Downtown,0,   0  2,487534
0,SA,5266389, 0 Downtown,0,   0 10,487534
0,SA,5266390, 0 Downtown,0,   0 11,487534
0,SA,5266391, 0 Downtown,0,   0 14,487534
0,SA,5266392, 0 Downtown,0,   0 10,487530
0,SA,5266393, 0 Downtown,0,   0  6,487530
0,SA,5266394, 0 Downtown,0,   0 10,487534
0,SA,5266395, 0 Downtown,0,   0  6,487534
0,SA,5266396, 0 Downtown,0,   0  2,487534
0,SA,5266397, 0 Downtown,0,   0  4,487534
0,SA,5266398, 0 Downtown,0,   0  4,487530
0,SA,5266399, 0 Downtown,0,   0  7,487534
0,SA,5266400, 0 Downtown,0,   0  5,487531
0,SA,5266401, 0 Downtown,0,   0  9,487531
0,SA,5266402, 0 Downtown,0,   0  7,487531
0,SA,5266403, 0 Downtown,0,   0  6,487534
0,SA,5266404, 0 Downtown,0,   0 15,487530
0,SA,5266405, 0 Downtown,0,   0  8,487530
0,SA,5266406, 0 Downtown,0,   0  5,487534
0,SA,5266407, 0 Downtown,0,   0  8,487531
0,SA,5266408, 0 Downtown,0,   0  9,487531
0,SA,5266409, 0 Downtown,0,   0  1,487531
0,SA,5266410, 0 Downtown,0,   0  7,487531
0,SA,5266411, 0 Downtown,0,   0  5,487531
0,SA,5266412, 0 Englewood  0 Station,1,   0 11,487545
0,SA,5266413, 0 Englewood  0 Station,1,   0 14,487545
0,SA,5266414, 0 Broadway Stn  0 Highlnds Rch,1,   0 15,487543
0,SA,5266415, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SA,5266416, 0 Englewood  0 Station,1,   0 12,487545
0,SA,5266417, 0 Broadway Stn  0 Highlnds Rch,1,   0  7,487543
0,SA,5266418, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SA,5266419, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SA,5266420, 0 Broadway Stn,1,   0  9,487546
0,SA,5266421, 0 Broadway Stn,1,   0  5,487546
0,SA,5266422, 0 Broadway Stn,1,   0  8,487546
0,SA,5266423, 0 Broadway Stn,1,   0  9,487546
0,SA,5266424, 0 Broadway Stn,1,   0  5,487546
0,SA,5266425, 0 Broadway Stn,1,   0  8,487546
0,SA,5266426, 0 Broadway Stn,1,   0 12,487544
0,SA,5266427, 0 Broadway Stn,1,   0  8,487546
0,SA,5266428, 0 Broadway Stn,1,   0  9,487546
0,SA,5266429, 0 Broadway Stn,1,   0  1,487546
0,SA,5266430, 0 Broadway Stn,1,   0  7,487546
0,SA,5266431, 0 Broadway Stn,1,   0  5,487546
0,SA,5266432, 0 Broadway Stn,1,   0  8,487546
0,SA,5266433, 0 Broadway Stn,1,   0  9,487546
0,SA,5266434, 0 Broadway Stn,1,   0  1,487546
0,SA,5266435, 0 Broadway Stn,1,   0  7,487546
0,SA,5266436, 0 Broadway Stn  0 Highlnds Rch,1,   0 11,487543
0,SA,5266437, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SA,5266438, 0 Englewood  0 Station,1,   0  4,487545
0,SA,5266439, 0 Englewood  0 Station,1,   0  6,487545
0,SA,5266440, 0 Englewood  0 Station,1,   0  2,487545
0,SA,5266441, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SA,5266442, 0 Evans,1,   0  4,487542
0,SA,5266443, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SA,5266444, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SA,5266445, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SA,5266446, 0 Broadway Stn  0 Highlnds Rch,1,   0 13,487543
0,SA,5266447, 0 Englewood  0 Station,1,   0  6,487545
0,SA,5266448, 0 Broadway Stn  0 Highlnds Rch,1,   0 15,487543
0,SA,5266449, 0 Broadway Stn  0 Highlnds Rch,1,   0 13,487543
0,SA,5266450, 0 Broadway Stn,1,   0 12,487544
0,SA,5266451, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SA,5266452, 0 Englewood  0 Station,1,   0  6,487545
0,SA,5266453, 0 Broadway Stn  0 Highlnds Rch,1,   0  1,487543
0,SA,5266454, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SA,5266455, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SA,5266456, 0 Broadway Stn  0 Highlnds Rch,1,   0 15,487543
0,SA,5266457, 0 Broadway Stn  0 Highlnds Rch,1,   0 11,487543
0,SA,5266458, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SA,5266459, 0 Broadway Stn,1,   0  1,487546
0,SA,5266460, 0 Broadway Stn,1,   0  7,487546
0,SA,5266461, 0 Broadway Stn,1,   0 12,487544
0,SA,5266462, 0 Englewood  0 Station,1,   0 15,487545
0,SA,5266463, 0 Broadway Stn  0 Highlnds Rch,1,   0  1,487543
0,SA,5266464, 0 Englewood  0 Station,1,   0 19,487545
0,SA,5266465, 0 Broadway Stn  0 Highlnds Rch,1,   0 19,487543
0,SA,5266466, 0 Englewood  0 Station,1,   0 14,487545
0,SA,5266467, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SA,5266468, 0 Broadway Stn  0 Highlnds Rch,1,   0 19,487543
0,SA,5266469, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SA,5266470, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SA,5266471, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SA,5266472, 0 Broadway Stn  0 Highlnds Rch,1,   0 13,487543
0,SA,5266473, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SA,5266474, 0 Broadway Stn,1,   0  8,487546
0,SA,5266475, 0 Broadway Stn,1,   0  9,487546
0,SA,5266476, 0 Broadway Stn,1,   0  1,487546
0,SA,5266477, 0 Broadway Stn,1,   0  7,487546
0,SA,5266478, 0 Broadway Stn,1,   0  5,487546
0,SA,5266479, 0 Broadway Stn,1,   0 19,487544
0,SA,5266480, 0 Englewood  0 Station,1,   0 15,487545
0,SA,5266481, 0 Englewood  0 Station,1,   0  6,487545
0,SA,5266482, 0 Englewood  0 Station,1,   0 10,487545
0,SA,5266483, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SA,5266484, 0 Broadway Stn  0 Highlnds Rch,1,   0 13,487543
0,SA,5266485, 0 Broadway Stn  0 Highlnds Rch,1,   0 12,487543
0,SA,5266486, 0 Broadway Stn  0 Highlnds Rch,1,   0 19,487543
0,SA,5266487, 0 Englewood  0 Station,1,   0  2,487545
0,SA,5266488, 0 Broadway Stn  0 Highlnds Rch,1,   0 19,487543
0,SA,5266489, 0 Englewood  0 Station,1,   0  6,487545
0,SA,5266490, 0 Broadway Stn,1,   0 19,487544
0,SA,5266491, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SA,5266492, 0 Broadway Stn  0 Highlnds Rch,1,   0  9,487543
0,SA,5266493, 0 Broadway Stn,1,   0 19,487544
0,SA,5266494, 0 Broadway Stn,1,   0  5,487546
0,SA,5266495, 0 Broadway Stn,1,   0 12,487544
0,SA,5266496, 0 Broadway Stn,1,   0 19,487544
0,SA,5266497, 0 Englewood  0 Station,1,   0 12,487545
0,SA,5266498, 0 Englewood  0 Station,1,   0 10,487545
0,SA,5266499, 0 Broadway Stn  0 Highlnds Rch,1,   0  7,487543
0,SA,5266500, 0 Englewood  0 Station,1,   0  2,487545
0,SA,5266501, 0 Englewood  0 Station,1,   0  4,487545
0,SA,5266502, 0 Englewood  0 Station,1,   0  8,487545
0,SA,5266503, 0 Englewood  0 Station,1,   0  1,487545
0,SA,5266504, 0 Englewood  0 Station,1,   0 19,487545
0,SA,5266505, 0 Englewood  0 Station,1,   0 11,487545
0,SA,5266506, 0 Broadway Stn,1,   0 13,487544
0,SA,5266507, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SA,5266508, 0 Broadway Stn  0 Highlnds Rch,1,   0 15,487543
0,SA,5266509, 0 Englewood  0 Station,1,   0  2,487545
0,SA,5266510, 0 Englewood  0 Station,1,   0  4,487545
0,SA,5266511, 0 Englewood  0 Station,1,   0 13,487545
0,SA,5266512, 0 Englewood  0 Station,1,   0 10,487545
0,SA,5266513, 0 Broadway Stn  0 Highlnds Rch,1,   0 12,487543
0,SA,5266514, 0 Broadway Stn  0 Highlnds Rch,1,   0  8,487543
0,SA,5266515, 0 Englewood  0 Station,1,   0  2,487545
0,SA,5266516, 0 Broadway Stn,1,   0  1,487544
0,SA,5266517, 0 Englewood  0 Station,1,   0  4,487545
0,SA,5266518, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SA,5266519, 0 Broadway Stn,1,   0  1,487546
0,SA,5266520, 0 Broadway Stn,1,   0  7,487546
0,SA,5266521, 0 Broadway Stn,1,   0  5,487546
0,SA,5266522, 0 Broadway Stn,1,   0  8,487544
0,SA,5266523, 0 Broadway Stn,1,   0  9,487544
0,SU,5266524, 0 Downtown,0,   0  6,487532
0,SU,5266525, 0 Downtown,0,   0  7,487530
0,SU,5266526, 0 Downtown,0,   0  5,487534
0,SU,5266527, 0 Downtown,0,   0 14,487534
0,SU,5266528, 0 Downtown,0,   0  7,487534
0,SU,5266529, 0 Downtown,0,   0  3,487530
0,SU,5266530, 0 Downtown,0,   0  2,487534
0,SU,5266531, 0 Downtown,0,   0  5,487534
0,SU,5266532, 0 Downtown,0,   0  7,487534
0,SU,5266533, 0 Downtown,0,   0  3,487534
0,SU,5266534, 0 Downtown,0,   0 10,487530
0,SU,5266535, 0 Downtown,0,   0  5,487530
0,SU,5266536, 0 Downtown,0,   0  2,487534
0,SU,5266537, 0 Downtown,0,   0  6,487534
0,SU,5266538, 0 Downtown,0,   0  7,487530
0,SU,5266539, 0 Downtown,0,   0 10,487530
0,SU,5266540, 0 Downtown,0,   0  9,487530
0,SU,5266541, 0 Downtown,0,   0 10,487531
0,SU,5266542, 0 Downtown,0,   0  4,487534
0,SU,5266543, 0 Downtown,0,   0  4,487534
0,SU,5266544, 0 Downtown,0,   0  3,487534
0,SU,5266545, 0 Downtown,0,   0 10,487534
0,SU,5266546, 0 Downtown,0,   0 14,487534
0,SU,5266547, 0 Downtown,0,   0  2,487534
0,SU,5266548, 0 Downtown,0,   0  6,487530
0,SU,5266549, 0 Downtown,0,   0  3,487534
0,SU,5266550, 0 Downtown,0,   0  8,487530
0,SU,5266551, 0 Downtown,0,   0  4,487530
0,SU,5266552, 0 Downtown,0,   0  3,487530
0,SU,5266553, 0 Downtown,0,   0  6,487530
0,SU,5266554, 0 Downtown,0,   0 14,487530
0,SU,5266555, 0 Downtown,0,   0 10,487534
0,SU,5266556, 0 Downtown,0,   0 14,487534
0,SU,5266557, 0 Downtown,0,   0  3,487534
0,SU,5266558, 0 Downtown,0,   0 10,487534
0,SU,5266559, 0 Downtown,0,   0  2,487534
0,SU,5266560, 0 Downtown,0,   0  5,487534
0,SU,5266561, 0 Downtown,0,   0  9,487531
0,SU,5266562, 0 Downtown,0,   0 14,487530
0,SU,5266563, 0 Downtown,0,   0  2,487530
0,SU,5266564, 0 Downtown,0,   0  5,487530
0,SU,5266565, 0 Downtown,0,   0  8,487530
0,SU,5266566, 0 Downtown,0,   0  6,487534
0,SU,5266567, 0 Downtown,0,   0  4,487530
0,SU,5266568, 0 Downtown,0,   0  3,487530
0,SU,5266569, 0 Downtown,0,   0  9,487530
0,SU,5266570, 0 Downtown,0,   0  6,487534
0,SU,5266571, 0 Downtown,0,   0  3,487534
0,SU,5266572, 0 Downtown,0,   0  7,487530
0,SU,5266573, 0 Downtown,0,   0  3,487534
0,SU,5266574, 0 Downtown,0,   0  3,487536
0,SU,5266575, 0 Downtown,0,   0  5,487532
0,SU,5266576, 0 Downtown,0,   0 14,487530
0,SU,5266577, 0 Downtown,0,   0  2,487530
0,SU,5266578, 0 Downtown,0,   0  2,487534
0,SU,5266579, 0 Downtown,0,   0  5,487534
0,SU,5266580, 0 Downtown,0,   0  7,487534
0,SU,5266581, 0 Downtown,0,   0  8,487536
0,SU,5266582, 0 Downtown,0,   0  9,487534
0,SU,5266583, 0 Downtown,0,   0  5,487530
0,SU,5266584, 0 Downtown,0,   0  4,487534
0,SU,5266585, 0 Downtown,0,   0 10,487534
0,SU,5266586, 0 Downtown,0,   0  8,487534
0,SU,5266587, 0 Downtown,0,   0  4,487530
0,SU,5266588, 0 Downtown,0,   0  9,487530
0,SU,5266589, 0 Downtown,0,   0 14,487534
0,SU,5266590, 0 Downtown,0,   0  2,487534
0,SU,5266591, 0 Downtown,0,   0  9,487534
0,SU,5266592, 0 Downtown,0,   0  8,487534
0,SU,5266593, 0 Downtown,0,   0  4,487534
0,SU,5266594, 0 Downtown,0,   0  4,487534
0,SU,5266595, 0 Downtown,0,   0  5,487534
0,SU,5266596, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SU,5266597, 0 Broadway Stn  0 Highlnds Rch,1,   0  7,487543
0,SU,5266598, 0 Englewood  0 Station,1,   0  6,487545
0,SU,5266599, 0 Broadway Stn  0 Highlnds Rch,1,   0  8,487543
0,SU,5266600, 0 Broadway Stn  0 Highlnds Rch,1,   0  9,487543
0,SU,5266601, 0 Englewood  0 Station,1,   0  8,487545
0,SU,5266602, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SU,5266603, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SU,5266604, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SU,5266605, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SU,5266606, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SU,5266607, 0 Englewood  0 Station,1,   0  3,487545
0,SU,5266608, 0 Englewood  0 Station,1,   0 10,487545
0,SU,5266609, 0 Englewood  0 Station,1,   0  5,487545
0,SU,5266610, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SU,5266611, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SU,5266612, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SU,5266613, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SU,5266614, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266615, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SU,5266616, 0 Littleton Blvd,1,   0  2,487550
0,SU,5266617, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SU,5266618, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SU,5266619, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266620, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SU,5266621, 0 Englewood  0 Station,1,   0 10,487545
0,SU,5266622, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SU,5266623, 0 Englewood  0 Station,1,   0  2,487545
0,SU,5266624, 0 Englewood  0 Station,1,   0  5,487545
0,SU,5266625, 0 Englewood  0 Station,1,   0  7,487545
0,SU,5266626, 0 Broadway Stn  0 Highlnds Rch,1,   0  9,487543
0,SU,5266627, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SU,5266628, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SU,5266629, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SU,5266630, 0 Broadway Stn,1,   0 10,487544
0,SU,5266631, 0 Englewood  0 Station,1,   0  9,487545
0,SU,5266632, 0 Englewood  0 Station,1,   0  9,487545
0,SU,5266633, 0 Englewood  0 Station,1,   0  4,487545
0,SU,5266634, 0 Broadway Stn  0 Highlnds Rch,1,   0  8,487543
0,SU,5266635, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,SU,5266636, 0 Broadway Stn  0 Highlnds Rch,1,   0 10,487543
0,SU,5266637, 0 Broadway Stn  0 Highlnds Rch,1,   0  7,487543
0,SU,5266638, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SU,5266639, 0 Englewood  0 Station,1,   0  9,487545
0,SU,5266640, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266641, 0 Englewood  0 Station,1,   0  3,487545
0,SU,5266642, 0 Englewood  0 Station,1,   0  8,487545
0,SU,5266643, 0 Englewood  0 Station,1,   0  6,487545
0,SU,5266644, 0 Englewood  0 Station,1,   0  4,487545
0,SU,5266645, 0 Englewood  0 Station,1,   0 14,487545
0,SU,5266646, 0 Englewood  0 Station,1,   0  2,487545
0,SU,5266647, 0 Englewood  0 Station,1,   0  5,487545
0,SU,5266648, 0 Broadway Stn  0 Highlnds Rch,1,   0  6,487543
0,SU,5266649, 0 Englewood  0 Station,1,   0  7,487545
0,SU,5266650, 0 Broadway Stn  0 Highlnds Rch,1,   0  7,487543
0,SU,5266651, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266652, 0 Englewood  0 Station,1,   0  3,487545
0,SU,5266653, 0 Evans,1,   0  8,487542
0,SU,5266654, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SU,5266655, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266656, 0 Englewood  0 Station,1,   0 14,487545
0,SU,5266657, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SU,5266658, 0 Englewood  0 Station,1,   0  4,487545
0,SU,5266659, 0 Broadway Stn  0 Highlnds Rch,1,   0 14,487543
0,SU,5266660, 0 Broadway Stn,1,   0  9,487544
0,SU,5266661, 0 Englewood  0 Station,1,   0  5,487545
0,SU,5266662, 0 Broadway Stn,1,   0  3,487544
0,SU,5266663, 0 Broadway Stn  0 Highlnds Rch,1,   0  4,487543
0,SU,5266664, 0 Broadway Stn  0 Highlnds Rch,1,   0  3,487543
0,SU,5266665, 0 Broadway Stn  0 Highlnds Rch,1,   0  5,487543
0,SU,5266666, 0 Broadway Stn  0 Highlnds Rch,1,   0  2,487543
0,WK,5266667, 0 Downtown,0,   0 31,487534
0,WK,5266668, 0 Downtown,0,   0  8,487530
0,WK,5266669, 0 Downtown,0,   0  7,487531
0,WK,5266670, 0 Downtown,0,   0  6,487531
0,WK,5266671, 0 Downtown,0,   0  9,487530
0,WK,5266672, 0 Downtown,0,   0 14,487530
0,WK,5266673, 0 Downtown,0,   0  5,487534
0,WK,5266674, 0 Downtown,0,   0 32,487531
0,WK,5266675, 0 Downtown,0,   0  3,487530
0,WK,5266676, 0 Downtown,0,   0  6,487532
0,WK,5266677, 0 Downtown,0,   0 17,487530
0,WK,5266678, 0 Downtown,0,   0 11,487530
0,WK,5266679, 0 Downtown,0,   0  6,487530
0,WK,5266680, 0 Downtown,0,   0  5,487531
0,WK,5266681, 0 Downtown,0,   0  3,487531
0,WK,5266682, 0 Downtown,0,   0  1,487534
0,WK,5266683, 0 Downtown,0,   0  3,487531
0,WK,5266684, 0 Downtown,0,   0 14,487530
0,WK,5266685, 0 Downtown,0,   0 15,487530
0,WK,5266686, 0 Downtown,0,   0 13,487530
0,WK,5266687, 0 Downtown,0,   0  3,487531
0,WK,5266688, 0 Downtown,0,   0 17,487534
0,WK,5266689, 0 Downtown,0,   0  7,487531
0,WK,5266690, 0 Downtown,0,   0  1,487531
0,WK,5266691, 0 Downtown,0,   0  5,487531
0,WK,5266692, 0 Downtown,0,   0  2,487536
0,WK,5266693, 0 Downtown,0,   0 15,487536
0,WK,5266694, 0 Downtown,0,   0 13,487532
0,WK,5266695, 0 Downtown,0,   0  4,487530
0,WK,5266696, 0 Downtown,0,   0 16,487530
0,WK,5266697, 0 Downtown,0,   0  8,487534
0,WK,5266698, 0 Downtown,0,   0  5,487531
0,WK,5266699, 0 Downtown,0,   0 17,487534
0,WK,5266700, 0 Downtown,0,   0 11,487534
0,WK,5266701, 0 Downtown,0,   0 17,487530
0,WK,5266702, 0 Downtown,0,   0  1,487531
0,WK,5266703, 0 Downtown,0,   0 16,487531
0,WK,5266704, 0 Downtown,0,   0  3,487531
0,WK,5266705, 0 Downtown,0,   0 34,487530
0,WK,5266706, 0 Downtown,0,   0  5,487531
0,WK,5266707, 0 Downtown,0,   0 16,487531
0,WK,5266708, 0 Downtown,0,   0  7,487531
0,WK,5266709, 0 Downtown,0,   0  7,487534
0,WK,5266710, 0 Downtown,0,   0 11,487530
0,WK,5266711, 0 Downtown,0,   0  7,487531
0,WK,5266712, 0 Downtown,0,   0 31,487530
0,WK,5266713, 0 Downtown,0,   0 15,487534
0,WK,5266714, 0 Downtown,0,   0  7,487531
0,WK,5266715, 0 Downtown,0,   0  1,487531
0,WK,5266716, 0 Downtown,0,   0  5,487531
0,WK,5266717, 0 Downtown,0,   0  2,487534
0,WK,5266718, 0 Downtown,0,   0  3,487534
0,WK,5266719, 0 Downtown,0,   0 31,487534
0,WK,5266720, 0 Downtown,0,   0  8,487530
0,WK,5266721, 0 Civic Ctr Stn,0, 47X 72,487533
0,WK,5266722, 0 Downtown,0,   0  5,487530
0,WK,5266723, 0 Downtown,0,   0  2,487534
0,WK,5266724, 0 Downtown,0,   0 31,487530
0,WK,5266725, 0 Downtown,0,   0  3,487534
0,WK,5266726, 0 Downtown,0,   0  3,487531
0,WK,5266727, 0 Downtown,0,   0 11,487531
0,WK,5266728, 0 Downtown,0,   0  6,487530
0,WK,5266729, 0 Downtown,0,   0 15,487530
0,WK,5266730, 0 Downtown,0,  21 22,487534
0,WK,5266731, 0 Downtown,0,   0  2,487536
0,WK,5266732, 0 Downtown,0,   0 31,487531
0,WK,5266733, 0 Downtown,0,   0 14,487534
0,WK,5266734, 0 Downtown,0,  21 22,487530
0,WK,5266735, 0 Downtown,0,   0 13,487531
0,WK,5266736, 0 Downtown,0,   0 14,487531
0,WK,5266737, 0 Downtown,0,   0  5,487531
0,WK,5266738, 0 Downtown,0,   0 15,487534
0,WK,5266739, 0 Downtown,0,   0 14,487534
0,WK,5266740, 0 Downtown,0,   0  1,487530
0,WK,5266741, 0 Downtown,0,   0  3,487531
0,WK,5266742, 0 Downtown,0,   0 13,487534
0,WK,5266743, 0 Downtown,0,  21 22,487534
0,WK,5266744, 0 Downtown,0,   0 16,487531
0,WK,5266745, 0 Downtown,0,   0  4,487530
0,WK,5266746, 0 Downtown,0,   0  1,487531
0,WK,5266747, 0 Downtown,0,   0  2,487530
0,WK,5266748, 0 Downtown,0,   0 15,487534
0,WK,5266749, 0 Downtown,0,   0  2,487534
0,WK,5266750, 0 Downtown,0,   0 11,487534
0,WK,5266751, 0 Downtown,0,   0  6,487534
0,WK,5266752, 0 Downtown,0,   0 14,487531
0,WK,5266753, 0 Downtown,0,   0  4,487534
0,WK,5266754, 0 Downtown,0,   0 15,487534
0,WK,5266755, 0 Downtown,0,   0 17,487531
0,WK,5266756, 0 Downtown,0,   0 11,487531
0,WK,5266757, 0 Downtown,0,  21 22,487530
0,WK,5266758, 0 Downtown,0,   0  9,487535
